MAKE,MODEL,MYR,OL,OW,OH ,WB,CW ,A,B,C,D,E,F,G,TWF,TWR ,WDIST,YEAR,CATEGORY
ACURA,MDX 4DR SUV AWD /TECH/ELITE,10,485,199,173,275,2064,117,183,42,85,126,100,110,172,172,56/44,2011,suv
ACURA,RDX 4DR SUV AWD /TECH PACKAGE,10,462,187,166,265,1790,125,152,38,84,124,98,99,158,159,57/43,2011,suv
ACURA,ZDX 4DR SUV AWD / TECH ELITE,10,488,199,160,275,2064,133,109,33,88,120,109,104,172,171,58/42,2011,suv
AUDI,Q5 5DR SUV AWD 3.2/3.2 PREMIUM,9,463,190,166,281,1895,126,156,40,86,116,91,93,160,160,53/47,2011,suv
AUDI,Q7 4DR SUV AWD 3.0,7,509,198,174,300,2355,124,186,39,88,106,97,112,163,165,50/50,2011,suv
AUDI,Q7 4DR SUV AWD 3.0 DIESEL PREMIUM,7,509,198,174,300,2525,124,186,39,88,106,97,112,163,165,50/50,2011,suv
AUDI,Q7 4DR SUV AWD 3.0 SPORT,7,509,198,174,300,2455,124,186,39,88,106,97,112,163,165,50/50,2011,suv
BMW,X3 xDrive28i 4 DR SUV,11,465,188,168,281,1865,138,158,44,85,114,85,97,162,163,50/50,2011,suv
BMW,X3 xDrive35i 4 DR SUV,11,465,188,168,281,1915,138,158,44,85,114,85,97,162,163,50/50,2011,suv
BMW,X5 xDrive35d 4DR SUV AWD,7,485,193,177,293,2355,127,174,45,88,111,87,106,164,165,48/52,2011,suv
BMW,X5 xDrive35i 4DR SUV AWD,7,485,193,177,293,2250,127,174,45,88,111,87,106,164,165,48/52,2011,suv
BMW,X5 xDrive50i 4DR SUV AWD,7,485,193,177,293,2440,127,174,45,88,111,87,106,164,165,48/52,2011,suv
BMW,X5M 4DR SUV AWD,8,485,199,177,293,2435,127,174,45,88,111,87,106,164,165,48/52,2011,suv
BMW,X6 ActiveHybrid 4DR SUV,8,489,198,170,293,N/A,128,137,40,91,115,86,110,165,164,50/50,2011,suv
BMW,X6 xDRIVE 35i 4DR SUV,8,489,198,170,293,2220,128,137,40,91,115,86,110,165,164,50/50,2011,suv
BMW,X6 xDRIVE 50i 4DR SUV,8,489,198,170,293,2390,128,137,40,91,115,86,110,165,164,50/50,2011,suv
BMW,X6M 4DR SUV AWD,8,489,198,170,293,2435,128,137,40,91,115,86,110,165,164,50/50,2011,suv
BUICK,ENCLAVE 4DR SUV AWD CX/CXL,7,513,201,185,302,2261,108,205,41,88,105,100,112,171,170,55/45,2011,suv
BUICK,ENCLAVE 4DR SUV FWD CX/CXL,7,513,201,185,302,2168,108,205,41,88,105,100,112,171,170,55/45,2011,suv
CADILLAC,ESCALADE 4DR SUV AWD,8,514,200,189,295,2581,132,199,46,94,135,99,120,174,171,50/50,2011,suv
CADILLAC,ESCALADE ESV 4DR SUV AWD,7,566,201,189,330,2695,132,251,46,94,135,99,137,174,171,52/48,2011,suv
CADILLAC,ESCALADE HYBRID 4DR SUV 4WD,8,514,201,189,295,2729,132,199,46,94,135,99,120,174,171,54/46,2011,suv
CADILLAC,SRX 4DR CUV AWD,9,483,191,167,282,1981,119,164,39,90,118,104,99,163,161,57/43,2011,suv
CADILLAC,SRX 4DR CUV FWD,9,483,191,167,282,1907,119,164,39,90,118,104,99,163,161,59/41,2011,suv
CHEVROLET,EQUINOX 4DR SUV AWD LS/LT/LTZ,9,479,184,170,286,1782,116,169,37,88,107,96,97,159,157,58/42,2011,suv
CHEVROLET,EQUINOX 4DR SUV FWD LS/LT/LTZ,9,479,184,170,286,1706,116,169,37,88,107,96,97,159,157,58/42,2011,suv
CHEVROLET,SUBURBAN 1500 4DR SUV 4WD,7,565,201,195,330,2647,132,251,46,95,133,100,135,175,171,51/49,2011,suv
CHEVROLET,SUBURBAN 1500 4DR SUV RWD,7,565,201,195,330,2579,132,251,46,95,133,100,135,175,171,51/49,2011,suv
CHEVROLET,SUBURBAN 2500 4DR SUV 4WD,7,565,201,195,330,2924,132,251,46,95,133,100,135,175,171,51/49,2011,suv
CHEVROLET,SUBURBAN 2500 4DR SUV RWD,7,565,201,195,330,2803,132,251,46,95,133,100,135,175,171,51/49,2011,suv
CHEVROLET,TAHOE 4DR SUV 4WD LTZ,6,513,197,196,295,2506,132,199,46,87,133,100,118,173,169,51/49,2011,suv
CHEVROLET,TAHOE 4DR SUV RWD LS/LT,6,513,197,196,295,2388,132,199,46,87,133,100,118,173,169,51/49,2011,suv
CHEVROLET,TAHOE HYBRID 4DR SUV 2WD,8,513,201,195,295,2548,132,199,46,87,133,100,118,173,169,51/49,2011,suv
CHEVROLET,TAHOE HYBRID 4DR SUV 4WD,8,513,201,196,295,2647,132,199,46,87,133,100,118,173,169,51/49,2011,suv
CHEVROLET,TRAVERSE 4DR SUV AWD LS/LT/LTZ,9,521,199,177,302,2234,110,211,43,89,116,102,116,170,170,55/45,2011,suv
CHEVROLET,TRAVERSE 4DR SUV FWD LS/LT/LTZ,9,521,199,177,302,2141,110,211,43,89,116,102,116,170,170,55/45,2011,suv
CHRYSLER,200 4DR SEDAN LX/LIMITED,11,487,184,139,277,1537,131,60,36,80,106,105,104,157,159,60/40,2011,suv
DODGE,DURANGO 4DR SUV AWD V6 SXT/CREW PLUS/CITADEL,11,508,193,180,304,2262,131,218,40,96,125,86,118,162,163,56/44,2011,suv
DODGE,DURANGO 4DR SUV AWD V8 CREW PLUS/CITADEL,11,508,193,180,304,2418,131,218,40,96,125,86,118,162,163,56/44,2011,suv
DODGE,DURANGO 4DR SUV RWD V6 SXT/CREW PLUS/CITADEL,11,508,193,180,304,2194,131,218,40,96,125,86,118,162,163,56/44,2011,suv
DODGE,DURANGO 4DR SUV RWD V8 CREW PLUS/CITADEL,11,508,193,180,304,2328,131,218,40,96,125,86,118,162,163,56/44,2011,suv
DODGE,JOURNEY 4DR SUV AWD SXT/CREW/R/T,8,489,183,170,289,1918,112,184,41,87,122,100,100,157,158,56/44,2011,suv
DODGE,JOURNEY 4DR SUV FWD CANADA VALUE PACKAGE/SE P,8,489,183,170,289,1722,112,184,41,87,122,100,100,157,158,56/44,2011,suv
DODGE,JOURNEY 4DR SUV FWD R/T,8,489,183,170,289,1843,112,184,41,87,122,100,100,157,158,56/44,2011,suv
DODGE,JOURNEY 4DR SUV FWD SXT/CREW,8,489,183,170,289,1772,112,184,41,87,122,100,100,157,158,56/44,2011,suv
DODGE,NITRO 4DR SUV RWD SXT,7,454,186,177,276,1862,127,173,35,87,119,71,105,156,155,52/48,2011,suv
FORD,EDGE 4DR SUV AWD SEL/LIMITED/SPORT,10,468,193,170,282,1993,115,157,37,83,126,92,94,166,166,57/43,2011,suv
FORD,EDGE 4DR SUV FWD SE/SEL/LIMITED/SPORT,10,468,193,170,282,1852,115,157,37,83,126,92,94,166,166,58/42,2011,suv
FORD,ESCAPE 4DR SUV AWD XLT/LIMITED,7,444,181,173,262,1609,115,168,38,82,89,86,95,156,153,59/41,2011,suv
FORD,ESCAPE 4DR SUV FWD XLT,7,444,181,173,262,1540,115,168,38,82,89,86,95,156,153,59/41,2011,suv
FORD,ESCAPE HYBRID 4DR SUV AWD,7,444,181,173,262,1721,115,168,38,82,89,86,95,156,153,57/43,2011,suv
FORD,ESCAPE HYBRID 4DR SUV FWD,7,444,181,173,262,1650,115,168,38,82,89,86,95,156,153,57/43,2011,suv
FORD,EXPEDITION 4WD SUV XLT/EDDIE BAUER/LIMITED/KI,7,523,200,196,302,2633,135,213,51,82,96,100,121,169,168,50/50,2011,suv
FORD,EXPEDITION MAX 4WD SUV EDDIE BAUER/LIMITED/KI,7,562,200,197,333,2792,135,252,51,82,96,100,129,169,168,50/50,2011,suv
FORD,EXPLORER 4DR SUV AWD BASE V6/XLT V6/LIMITED V,11,501,200,179,286,2146,118,197,40,95,127,96,117,170,170,54/46,2011,suv
FORD,EXPLORER 4DR SUV FWD BASE V6/XLT V6/LIMITED V,11,501,200,179,286,2067,118,197,40,95,127,96,117,170,170,54/46,2011,suv
FORD,FLEX 5DR CUV FWD SE/SEL/LIMITED,8,513,193,172,300,2027,130,220,42,96,126,97,114,167,167,54/46,2011,suv
FORD,TAURUS SE/SEL 4DR SEDAN FWD,10,516,194,154,287,1822,139,70,32,85,119,103,126,168,168,60/40,2011,suv
FORD,TAURUS SEL/LIMITED/SHO 4DR SEDAN AWD,10,516,194,154,287,1918,139,70,32,85,119,103,126,168,168,60/40,2011,suv
GMC,ACADIA 4DR SUV AWD SLE/SLT/DENALI,7,511,200,185,302,2234,106,207,41,89,114,98,111,171,170,55/45,2011,suv
GMC,ACADIA 4DR SUV FWD SLE/SLT,7,511,200,185,302,2142,106,207,41,89,114,98,111,171,170,55/45,2011,suv
GMC,TERRAIN SLE/SLT 4DR SUV AWD,10,471,185,169,286,1823,123,172,35,89,108,90,95,158,157,56/44,2011,suv
GMC,TERRAIN SLE/SLT 4DR SUV FWD,10,471,185,169,286,1748,123,172,35,89,108,90,95,158,157,57/43,2011,suv
GMC,YUKON 2500-XL 4DR SUV 4WD SLE/SLT,7,565,201,196,330,2939,132,251,46,95,135,100,134,173,171,50/50,2011,suv
GMC,YUKON 2500-XL 4DR SUV RWD SLE/SLT,7,565,201,195,330,2794,132,251,46,95,135,100,134,173,171,50/50,2011,suv
GMC,YUKON 4DR SUV 4WD SLE/SLT/DENALI,7,513,201,196,295,2511,132,199,46,95,134,100,120,173,171,52/48,2011,suv
GMC,YUKON 4DR SUV RWD SLE/SLT,7,513,201,195,295,2404,132,199,46,95,134,100,120,173,171,52/48,2011,suv
GMC,YUKON HYBRID 4DR SUV 4WD/DENALI,8,513,201,196,295,2647,132,199,46,95,134,100,120,173,171,54/46,2011,suv
GMC,YUKON HYBRID 4DR SUV RWD,8,513,201,195,295,2548,132,199,46,95,134,100,120,173,171,53/47,2011,suv
GMC,YUKON-XL 4DR SUV 4WD SLE/SLT/DENALI,7,565,201,196,330,2647,132,251,46,95,135,100,134,173,171,50/50,2011,suv
GMC,YUKON-XL 4DR SUV RWD SLE/SLT,7,565,201,195,330,2549,132,251,46,95,135,100,134,173,171,50/50,2011,suv
HONDA,CR-V 4DR SUV AWD EX/EX-L,7,452,182,168,262,1604,98,152,40,84,103,89,100,156,156,57/43,2011,suv
HONDA,CR-V 4DR SUV FWD LX,7,452,182,168,262,1597,98,152,40,84,103,89,100,156,156,57/43,2011,suv
HONDA,ELEMENT 4DR SUV AWD EX,3,430,182,178,258,1623,99,161,40,90,117,80,92,158,158,57/43,2011,suv
HONDA,ELEMENT 4DR SUV FWD LX/EX/SC,3,430,182,178,258,1562,99,161,40,90,117,80,92,158,158,57/43,2011,suv
HONDA,FIT 4DR HATCH FWD DX/LX/SPORT,9,411,170,152,250,1121,87,138,43,81,109,92,70,150,147,62/38,2011,suv
HONDA,INSIGHT LX/EX,9,438,169,143,256,1235,96,102,37,76,114,91,92,150,148,58/42,2011,suv
HONDA,PILOT 4DR SUV AWD LX/EX/EX-L/TOURING,9,485,199,185,278,2058,109,205,44,87,132,95,113,170,170,55/45,2011,suv
HONDA,PILOT 4DR SUV FWD LX,9,485,199,185,278,1963,109,205,44,87,132,95,113,170,170,55/45,2011,suv
HYUNDAI,ACCENT 4DR SEDAN FWD L/GL/GLS,6,428,170,147,250,1080,103,53,37,78,101,85,93,145,146,62/38,2011,suv
HYUNDAI,ELANTRA 4 DR SEDAN AUTO L/GL/GLS/LIMITED,11,453,178,144,270,1265,104,48,33,80,114,87,97,154,158,62/38,2011,suv
HYUNDAI,ELANTRA 4 DR SEDAN MANUAL L/GL/GLS,11,453,178,144,270,1207,104,48,33,80,114,87,97,154,158,62/38,2011,suv
HYUNDAI,ELANTRA TOURING 5DR HATCH FWD GL/GLS,9,448,177,152,270,1397,107,160,35,80,101,89,90,153,154,60/40,2011,suv
HYUNDAI,SANTA FE 4DR SUV AWD 2.4 GL PREMIUM,7,468,189,180,270,1803,118,171,44,83,99,95,104,162,162,57/43,2011,suv
HYUNDAI,SANTA FE 4DR SUV AWD 3.5 GL/3.5 GL SPORT/3.5,7,468,189,180,270,1868,118,171,44,83,99,95,104,162,162,57/43,2011,suv
HYUNDAI,SANTA FE 4DR SUV FWD 2.4 GL/GL PREMIUM,7,468,189,180,270,1672,118,171,44,83,99,95,104,162,162,57/43,2011,suv
HYUNDAI,SANTA FE 4DR SUV FWD 3.5 GL/3.5 GL SPORT/3.5,7,468,189,180,270,1769,118,171,44,83,99,95,104,162,162,57/43,2011,suv
HYUNDAI,SONATA 4DR SEDAN GL/GLS/LIMITED,10,482,183,147,280,1454,126,60,32,84,113,94,108,160,160,61/39,2011,suv
HYUNDAI,TUCSON 4DR SUV AWD GL,10,440,182,166,264,1529,109,146,34,89,116,88,88,158,158,59/41,2011,suv
HYUNDAI,TUCSON 4DR SUV AWD GLS/LIMITED,10,440,182,166,264,1529,109,146,34,89,116,88,88,158,158,59/41,2011,suv
HYUNDAI,TUCSON 4DR SUV FWD GLS,10,440,182,166,264,1505,109,146,34,89,116,88,88,158,158,59/41,2011,suv
HYUNDAI,TUCSON 4DR SUV FWD L/GL,10,440,182,166,264,1440,109,146,34,89,116,88,88,158,158,59/41,2011,suv
HYUNDAI,VERACRUZ 4DR CUV AWD GL PREMIUM/GLS/LIMITED,8,484,197,181,281,2010,120,172,44,88,119,95,108,165,165,56/44,2011,suv
HYUNDAI,VERACRUZ 4DR CUV FWD GL/GL PREMIUM,8,484,197,181,281,1935,120,172,44,88,119,95,108,165,165,56/44,2011,suv
INFINITI,EX35 4DR CUV AWD LUXURY/JOURNEY,8,463,180,159,280,1776,128,137,39,85,105,88,96,153,153,53/47,2011,suv
INFINITI,FX35 4DR SUV AWD,9,486,193,168,289,1954,137,153,38,89,112,93,105,164,164,52/48,2011,suv
INFINITI,FX50 4DR SUV AWD,9,486,193,168,289,2080,137,153,38,89,112,93,105,164,164,54/46,2011,suv
INFINITI,QX56 4 DR SUV,11,529,203,193,308,2654,140,217,43,92,133,94,126,172,174,51/49,2011,suv
JAGUAR,XF 4DR SEDAN RWD LUXURY/PREMIUM LUXURY,8,496,182,146,291,1822,129,55,34,84,113,91,115,155,159,53/47,2011,suv
JEEP,COMPASS 4DR SUV AWD SPORT/NORTH/LIMITED,7,441,181,163,264,1462,105,151,40,83,102,89,90,152,150,56/44,2011,suv
JEEP,COMPASS 4DR SUV FWD SPORT/NORTH/LIMITED,7,441,181,163,264,1393,105,151,40,83,102,89,90,152,150,56/44,2011,suv
JEEP,GRAND CHEROKEE 4 DR SUV LAREDO 4X2,11,482,194,176,292,2028,133,169,40,91,127,88,102,162,163,N/A,2011,suv
JEEP,GRAND CHEROKEE 4 DR SUV LAREDO 4X4,11,482,194,176,292,2114,133,169,40,91,127,88,102,162,163,51/49,2011,suv
JEEP,GRAND CHEROKEE 4 DR SUV LIMITED 4X2/OVERLAND,11,482,194,176,292,2087,133,169,40,91,127,88,102,162,163,N/A,2011,suv
JEEP,GRAND CHEROKEE 4 DR SUV LIMITED 4X4/OVERLAND,11,482,194,176,292,2200,133,169,40,91,127,88,102,162,163,53/47,2011,suv
JEEP,LIBERTY 4DR SUV 4WD SPORT/NORTH EDITION/LIMIT,8,449,184,181,269,1872,132,175,42,83,121,75,106,155,153,52/48,2011,suv
JEEP,PATRIOT 4DR SUV AWD SPORT/NORTH/LIMITED,7,441,176,164,264,1474,106,172,38,86,113,88,89,151,150,56/44,2011,suv
JEEP,PATRIOT 4DR SUV FWD SPORT/NORTH/LIMITED,7,441,176,164,264,1410,106,172,38,86,113,88,89,151,150,56/44,2011,suv
JEEP,WRANGLER 2DR SUV 4WD RUBICON,8,388,187,184,242,1889,150,117,41,78,142,68,78,159,159,50/50,2011,suv
JEEP,WRANGLER 2DR SUV 4WD SAHARA,8,388,187,184,242,2010,150,117,41,78,142,68,78,159,159,50/50,2011,suv
JEEP,WRANGLER 2DR SUV 4WD SPORT,8,388,187,184,242,1746,150,117,41,78,142,68,78,159,159,50/50,2011,suv
JEEP,WRANGLER UNLIMITED 4DR SUV 4WD RUBICON,7,440,188,180,295,2062,150,171,40,79,144,68,78,156,157,50/50,2011,suv
JEEP,WRANGLER UNLIMITED 4DR SUV 4WD SAHARA,7,440,188,180,295,2007,150,171,40,79,144,68,78,156,157,50/50,2011,suv
JEEP,WRANGLER UNLIMITED 4DR SUV 4WD SPORT,7,440,188,180,295,1919,150,171,40,79,144,68,78,156,157,50/50,2011,suv
KIA,BORREGO 4DR SUV 4WD LX-V6/EX-V6 LUXURY,9,488,192,177,290,2023,120,190,44,84,123,88,110,162,162,52/48,2011,suv
KIA,BORREGO 4DR SUV 4WD LX-V8/EX-V8 LUXURY,9,488,192,177,290,2096,120,190,44,84,123,88,110,162,162,52/48,2011,suv
KIA,FORTE 4DR SEDAN LX/EX,10,453,178,146,265,1228,116,54,36,77,112,90,98,156,156,62/38,2011,suv
KIA,FORTE5 4 DR HATCHBACK LX/EX,11,434,178,146,265,1261,116,132,38,77,107,90,79,156,156,62/38,2011,suv
KIA,RONDO 4DR WAGON FWD EX-V6/EX-V6 LUXURY,7,455,182,165,270,1686,107,167,45,83,90,93,91,156,155,60/40,2011,suv
KIA,RONDO 4DR WAGON FWD LX/EX/EX PREMIUM,7,455,182,165,270,1515,107,167,45,83,90,93,91,156,155,60/40,2011,suv
KIA,SORENTO LX/EX 4DR SUV AWD,10,467,189,171,270,1837,126,177,38,87,121,93,104,161,162,56/44,2011,suv
KIA,SORENTO LX/EX 4DR SUV FWD,10,467,189,171,270,1635,126,177,38,87,121,93,104,161,162,56/44,2011,suv
KIA,SOUL 1.6L,9,411,179,161,255,1190,100,150,40,88,115,84,73,156,156,61/39,2011,suv
KIA,SOUL 2.0L,9,411,179,161,255,1315,100,150,40,88,115,84,73,156,156,61/39,2011,suv
KIA,SPORTAGE 4 DR SUV LX/LX AWD/EX/ EX AWD/EX LUX,11,444,186,165,264,1432,114,152,33,90,112,89,90,161,162,58/42,2011,suv
LAND ROVER,LR2 4DR SUV 4WD HSE,7,450,191,174,266,1930,115,168,46,82,112,93,93,160,160,57/43,2011,suv
LAND ROVER,LR4 4DR SUV 4WD HSE / HSE LUX,10,485,192,199,289,2655,132,204,51,85,126,83,113,162,162,49/51,2011,suv
LAND ROVER,RANGE ROVER HSE 4DR SUV 4WD,6,497,196,191,288,2584,138,176,50,90,116,89,120,162,160,48/52,2011,suv
LAND ROVER,RANGE ROVER SPORT 4DR SUV 4WD,6,479,193,182,275,2480,133,157,48,89,121,88,117,164,161,59/41,2011,suv
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED 4DR SUV 4WD,6,479,193,182,275,2572,133,157,48,89,121,88,117,164,161,59/41,2011,suv
LAND ROVER,RANGE ROVER SUPERCHARGED 4DR SUV 4WD,6,497,196,191,288,2672,138,176,50,90,116,89,120,162,160,48/52,2011,suv
LEXUS,GX460 4DR SUV PREMIUM / ULTRA PREM,10,481,188,189,279,2408,134,187,42,89,120,94,108,158,159,52/48,2011,suv
LEXUS,LX 570 4DR SUV,8,499,197,189,285,2660,135,207,46,86,125,97,119,163,165,52/48,2011,suv
LEXUS,RX350 4DR SUV AWD,9,477,189,172,274,1970,103,161,39,90,110,99,102,163,162,57/43,2011,suv
LEXUS,RX450h 4DR SUV AWD,9,477,189,172,274,2110,103,161,39,90,110,99,102,163,162,54/46,2011,suv
LINCOLN,MKT 4DR SUV 3.5/ECOBOOST,10,527,193,171,299,2203,133,184,37,88,122,105,123,167,167,54/46,2011,suv
LINCOLN,MKX 4DR CUV,10,476,193,172,282,2008,121,157,37,83,126,98,96,166,166,57/43,2011,suv
LINCOLN,MKZ 4DR SEDAN FWD/AWD/HYBRID,6,484,183,141,273,1633,122,63,36,78,105,100,111,154,155,61/39,2011,suv
LINCOLN,NAVIGATOR 4DR SUV 4WD /ULTIMATE,7,529,200,189,302,2724,137,213,50,82,96,104,124,169,169,51/49,2011,suv
LINCOLN,NAVIGATOR L 4DR SUV 4WD,7,567,200,198,333,2833,137,252,50,82,96,104,132,169,169,51/49,2011,suv
MAZDA,CX-7 4DR SUV AWD GS/GT,7,468,187,165,275,1818,106,156,34,83,115,98,95,161,162,58/42,2011,suv
MAZDA,CX-7 4DR SUV FWD GX,7,468,187,165,275,1588,106,156,34,83,115,98,95,161,162,58/42,2011,suv
MAZDA,CX-9 4DR SUV AWD GT,10,509,194,173,288,2056,125,178,37,89,121,108,113,166,165,55/45,2011,suv
MAZDA,CX-9 4DR SUV FWD GS,10,509,194,173,288,1959,125,178,37,89,121,108,113,166,165,55/45,2011,suv
MAZDA,MAZDA3 4DR HATCH FWD GX,9,450,176,147,264,1313,113,145,35,79,107,95,91,153,154,61/39,2011,suv
MAZDA,MAZDA3 4DR SEDAN FWD GX/GS,9,459,176,147,264,1295,113,49,36,80,109,95,99,152,152,62/38,2011,suv
MAZDA,MX-5 2DR CONVERTIBLE RWD GX/GS/GT,6,399,172,125,233,1120,135,78,N/A,68,N/A,77,89,149,148,51/49,2011,suv
MAZDA,RX-8 2DR COUPE RWD R3/GT,4,443,177,134,270,1410,127,52,28,80,98,81,92,150,150,52/48,2011,suv
MAZDA,TRIBUTE GS 4DR SUV V6 FWD,7,444,181,173,262,1540,116,168,38,83,88,87,95,156,154,59/41,2011,suv
MAZDA,TRIBUTE GS/GX/GT 4DR SUV V6 AWD,7,444,181,173,262,1613,116,168,38,83,88,87,95,156,154,59/41,2011,suv
MAZDA,TRIBUTE GX 4DR SUV L4 AWD,7,444,181,173,262,1580,116,168,38,83,88,87,95,156,154,59/41,2011,suv
MAZDA,TRIBUTE GX 4DR SUV L4 FWD,7,444,181,173,262,1485,116,168,38,83,88,87,95,156,154,59/41,2011,suv
MERCEDES-BENZ,G CLASS G55 AMG 4DR SUV 4WD,3,445,181,198,285,2595,151,169,48,83,147,78,83,151,150,54/46,2011,suv
MERCEDES-BENZ,G CLASS G550 4DR SUV 4WD,2,444,181,198,285,2500,148,169,48,93,149,77,82,154,152,54/46,2011,suv
MERCEDES-BENZ,GL CLASS GL350 BLUETECH 4MATIC 4DR SUV AWD,7,509,192,184,308,2545,124,220,43,88,109,87,115,166,166,50/50,2011,suv
MERCEDES-BENZ,GL CLASS GL450 4DR SUV AWD,7,509,192,184,308,2465,124,220,43,88,109,87,115,166,166,50/50,2011,suv
MERCEDES-BENZ,GL CLASS GL550 4DR SUV AWD,7,509,192,184,308,2480,124,220,43,88,109,87,115,166,166,50/50,2011,suv
MERCEDES-BENZ,GLK CLASS GLK 350 4MATIC 5DR SUV 4WD,10,453,184,170,276,1940,127,164,42,83,120,81,96,157,160,52/48,2011,suv
MERCEDES-BENZ,GLK CLASS GLK 350 5DR SUV RWD,10,453,184,170,276,1804,127,164,42,83,120,81,96,157,160,52/48,2011,suv
MERCEDES-BENZ,M CLASS ML350 5DR SUV 4WD,9,478,191,182,292,2145,124,180,44,89,126,88,100,163,163,53/47,2011,suv
MERCEDES-BENZ,M CLASS ML350 BLUETEC 5DR SUV 4WD,9,478,191,182,292,2255,124,180,44,89,126,88,100,163,163,53/47,2011,suv
MERCEDES-BENZ,M CLASS ML550 5DR SUV 4WD,9,478,191,184,292,2215,124,180,44,89,126,88,100,163,163,53/47,2011,suv
MERCEDES-BENZ,M CLASS ML63 AMG 5DR SUV 4WD,9,481,191,190,292,2370,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53/47,2011,suv
MERCEDES-BENZ,R CLASS R350 4MATIC4 DR SUV,11,516,192,168,322,2630,133,214,39,90,116,92,102,165,166,52/48,2011,suv
MERCEDES-BENZ,R CLASS R350 BLUETEC 4MATIC4 DR SUV,11,516,192,168,322,2335,133,214,39,90,116,92,102,165,166,52/48,2011,suv
MINI,COUNTRYMAN 4 DR SUV BASE/S,11,410,179,156,260,1295,107,135,37,84,102,76,74,153,156,58/42,2011,suv
MITSUBISHI,ENDEAVOR 4DR SUV AWD SE,4,485,187,171,274,1850,113,174,40,85,128,98,113,160,151,55/45,2011,suv
MITSUBISHI,OUTLANDER 4DR SUV AWD ES,10,467,180,168,267,1600,119,174,38,85,123,99,101,154,154,55/45,2011,suv
MITSUBISHI,OUTLANDER 4DR SUV AWD LS/XLS,10,467,180,168,267,1710,119,174,38,85,123,99,101,154,154,55/45,2011,suv
MITSUBISHI,OUTLANDER 4DR SUV FWD ES,10,467,180,168,267,1535,119,174,38,85,123,99,101,154,154,55/45,2011,suv
MITSUBISHI,RVR 4 DR SUV ES 2WD/SE 2WD,11,430,177,163,267,1375,108,136,38,87,116,88,75,153,153,59/41,2011,suv
MITSUBISHI,RVR 4 DR SUV SE 4WD/GT 4WD,11,430,177,163,267,1470,108,136,38,87,116,88,75,153,153,59/41,2011,suv
NISSAN,ARMADA 4DR SUV 4WD LE,4,525,200,200,313,2652,117,217,49,89,129,88,124,172,173,50/50,2011,suv
NISSAN,JUKE 4 DR SUV SV AWD/SL AWD,11,413,177,157,253,1430,110,102,34,84,103,84,75,153,151,60/40,2011,suv
NISSAN,JUKE 4 DR SUV SV FWD/SL FWD,11,413,177,157,253,1313,110,102,34,84,103,84,75,153,153,60/40,2011,suv
NISSAN,MURANO 4 DR SUV S AWD/SV AWD,11,482,188,173,283,1831,115,158,38,86,114,99,100,161,161,58/42,2011,suv
NISSAN,MURANO 4 DR SUV SL AWD/LE AWD,11,482,188,173,283,1891,115,158,38,86,114,99,100,161,161,58/42,2011,suv
NISSAN,PATHFINDER 4DR SUV 4WD LE V6,8,488,185,184,285,2243,128,198,45,79,118,86,118,158,157,51/49,2011,suv
NISSAN,PATHFINDER 4DR SUV 4WD S V6,8,488,185,184,285,2132,128,198,45,79,118,86,118,158,157,51/49,2011,suv
NISSAN,PATHFINDER 4DR SUV 4WD SVV6,8,488,185,184,285,2198,128,198,45,79,118,86,118,158,157,51/49,2011,suv
NISSAN,ROGUE 4DR CUV AWD S/SV/SL,8,465,180,168,269,1574,111,158,39,80,113,98,98,154,155,59/41,2011,suv
NISSAN,ROGUE 4DR CUV FWD S/SV,8,465,180,168,269,1495,111,158,39,80,113,98,98,154,155,59/41,2011,suv
NISSAN,XTERRA 4DR SUV 4WD S/PRO-4X/SV,5,453,185,190,270,1973,118,178,41,83,103,78,105,156,156,56/44,2011,suv
PORSCHE,CAYENNE 4 DR SUV,11,485,194,171,290,1995,139,151,42,87,122,98,98,165,167,53/47,2011,suv
PORSCHE,CAYENNE S 4 DR SUV,11,485,194,171,290,2065,139,151,42,87,122,98,98,165,167,53/47,2011,suv
PORSCHE,CAYENNE S HYBRID 4 DR SUV,11,485,194,171,290,2240,139,151,42,87,122,98,98,165,167,53/47,2011,suv
PORSCHE,CAYENNE TURBO 4 DR SUV,11,485,194,170,290,2170,139,151,42,87,122,98,98,165,167,53/47,2011,suv
SAAB,9-4X 4 DR SUV,11,483,191,168,281,2113,127,165,39,90,111,101,101,161,161,57/43,2011,suv
SCION,xB 4 DR SUV,11,425,176,165,260,1373,103,151,36,90,123,87,78,153,152,63/37,2011,suv
SUBARU,FORESTER 4DR SUV 2.5X/TOURING PACKAGE/LTD PAC,9,456,178,170,262,1500,120,167,44,81,118,95,101,153,153,55/45,2011,suv
SUBARU,IMPREZA 5-DOOR WRX/WRX LIMITED HATCH AWD,8,442,180,148,262,1440,124,137,38,80,106,96,83,153,154,57/43,2011,suv
SUBARU,IMPREZA WRX STI/SPORT-TECH 4DR SEDAN AWD,8,458,180,147,262,1535,124,43,39,78,106,97,100,153,154,57/43,2011,suv
SUBARU,IMPREZA WRX STI/SPORT-TECH 5DR HATCH AWD,8,441,180,148,262,1540,124,137,38,80,106,96,83,153,154,57/43,2011,suv
SUBARU,IMPREZA WRX/WRX LIMITED 4DR SEDAN AWD,8,458,180,148,262,1440,124,43,39,78,106,97,100,151,150,57/43,2011,suv
